codigo_cie;codigo_inep;nome_escola;nome_municipio;DS_LATITUDE;DS_LONGITUDE;IDESP_AI_18;IDESP_AF_18;IDESP_EM_18;saresp3EF_Mat;saresp3EF_LP;saresp5EF_Mat;saresp5EF_LP;saresp9EF_Mat;saresp9EF_LP;saresp3EM_Mat;saresp3EM_LP;NO_CATEGORIA;NO_DEPENDENCIA;MEDIA_ALUNOS_TURMA_AI;MEDIA_ALUNOS_TURMA_AF;MEDIA_ALUNOS_TURMA_EM;INSE;COMPLEXIDADE_ESCOLAR;REGULARIDADE_DOCENTE;FUN_AI_CAT_1;FUN_AI_CAT_2;FUN_AI_CAT_3;FUN_AI_CAT_4;FUN_AI_CAT_5;FUN_AI_CAT_6;FUN_AF_CAT_1;FUN_AF_CAT_2;FUN_AF_CAT_3;FUN_AF_CAT_4;FUN_AF_CAT_5;FUN_AF_CAT_6;MED_CAT_1;MED_CAT_2;MED_CAT_3;MED_CAT_4;MED_CAT_5;MED_CAT_6;NUM_Diretores_2014a2019;Sexo_Diretor;Faixa_Etaria_Diretor;TX_RESP_Q004;TX_RESP_Q006;TX_RESP_Q008;TX_RESP_Q010;TX_RESP_Q014;TX_RESP_Q015;TX_RESP_Q016;TX_RESP_Q017;TX_RESP_Q018;TX_RESP_Q019;TX_RESP_Q026;TX_RESP_Q027;TX_RESP_Q028;TX_RESP_Q032;TX_RESP_Q037;TX_RESP_Q038;TX_RESP_Q039;TX_RESP_Q040;TX_RESP_Q041;TX_RESP_Q042;TX_RESP_Q043;TX_RESP_Q044;TX_RESP_Q045;TX_RESP_Q046;TX_RESP_Q047;TX_RESP_Q048;TX_RESP_Q049;TX_RESP_Q050;TX_RESP_Q051;TX_RESP_Q052;TX_RESP_Q053;TX_RESP_Q054;TX_RESP_Q055;TX_RESP_Q077;TX_RESP_Q078;TX_RESP_Q079;TX_RESP_Q080;TX_RESP_Q086;TEM_GREMIO;PEI;ETI;TX_RESP_Q067;TX_RESP_Q068;TX_RESP_Q069;TX_RESP_Q070;TX_RESP_Q071;TX_RESP_Q072;TX_RESP_Q073;TX_RESP_Q074;TX_RESP_Q075;TX_RESP_Q076;TX_RESP_Q081;TX_RESP_Q082;TX_RESP_Q083;TX_RESP_Q084;TX_RESP_Q085;TX_RESP_Q090;TX_RESP_Q091;TX_RESP_Q092;TX_RESP_Q093;TX_RESP_Q094;TX_RESP_Q095;TX_RESP_Q096;TX_RESP_Q097;TX_RESP_Q098;TX_RESP_Q099;TX_RESP_Q100;TX_RESP_Q101;TX_RESP_Q102;TX_RESP_Q103;TX_RESP_Q104;TX_RESP_Q105;TX_RESP_Q106;TX_RESP_Q107;TX_RESP_Q108
909634;35909634;DURVALINA TEIXEIRA DA FONSECA PROFESSORA;SANTA CRUZ DO RIO PARDO;-22,8956;-49,6388;6,58;NULL;NULL;209,9;195,8;246;224,8;NULL;NULL;NULL;NULL;Urbana;Estadual;26,1;NULL;NULL;5,54;Nível 2;3,3;29,4;35,3;5,9;17,6;5,9;5,9;0;0;0;0;0;0;0;0;0;0;0;0;8;Masculino;55mais;D;D;C;J;A;H;G;E;G;B;B;E;C;H;C;A;A;B;B;D;B;C;C;C;C;C;C;B;B;D;D;C;B;B;A;A;A;B;NULL;Não;Não;B;A;A;A;B;A;A;A;A;A;A;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;A
909646;35909646;ANTONIA BINATO SILVA VO NINA;TEODORO SAMPAIO;-22,35346;-52,51918;5,56;4,37;3;259,1;192,4;245,9;189,9;284,1;262,7;305,5;271,4;Rural;Estadual;11,6;14,8;13;6,29;Nível 4;2,7;66,7;0;0;33,3;0;0;0;9,1;18,2;54,5;18,2;0;0;8,3;16,7;50;16,7;8,3;32;Feminino;De50a54;H;B;C;H;G;D;C;C;F;B;B;E;B;F;C;A;A;B;D;D;B;C;C;D;D;D;B;D;B;B;B;B;B;B;A;A;A;B;NULL;Não;Não;C;D;B;B;A;A;B;B;C;C;A;A;B;B;A;B;A;B;B;A;B;B;B;B;B;A;A;A;B;A;A;A;A;A
909658;35909658;LIDIA SANAE OYA;EUCLIDES DA CUNHA PAULISTA;-22,5737;-52,4715;NULL;3,33;1,99;NULL;NULL;NULL;NULL;245,8;224,9;268,2;249,1;Rural;Estadual;NULL;9;8;6,4;Nível 3;3;0;0;0;0;0;0;0;0;10;60;20;10;9,1;0;9,1;54,5;18,2;9,1;0;Feminino;De30a29;H;D;A;E;G;F;A;A;E;B;A;A;C;F;C;A;E;H;D;D;B;D;C;D;C;D;B;C;B;C;B;C;C;B;A;A;A;B;NULL;Não;Não;C;B;B;B;B;A;B;A;A;A;A;A;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
909695;35909695;JOSE CARLOS PINOTTI;MATAO;-21,60185;-48,37989;NULL;3,02;NULL;NULL;NULL;NULL;NULL;246,8;238,7;NULL;NULL;Urbana;Estadual;NULL;26,1;NULL;5,06;Nível 3;2,7;0;0;0;0;0;0;0;17,6;29,4;47,1;5,9;0;0;0;0;0;0;0;10;Masculino;De50a54;F;B;A;I;G;H;C;C;G;A;A;A;D;H;C;A;A;B;D;D;B;C;C;C;C;C;B;A;B;C;B;B;B;B;A;A;A;A;NULL;Não;Não;D;C;A;A;B;A;D;C;A;C;A;A;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;B;B;A
909750;35909750;MARILENE TEREZINHA LONGHIM;SAO CARLOS;-22,00218;-47,87392;4,83;NULL;NULL;194,4;170,6;215,1;198,9;NULL;NULL;NULL;NULL;Urbana;Estadual;19;NULL;NULL;6;Nível 2;2,4;28,6;14,3;35,7;14,3;7,1;0;0;0;0;0;0;0;0;0;0;0;0;0;24;Feminino;De50a54;D;B;C;I;A;G;E;C;G;A;A;A;C;H;C;A;F;D;B;D;B;D;D;D;D;D;C;B;B;C;C;B;A;B;A;A;A;B;NULL;Não;Não;A;A;A;A;A;A;A;A;B;A;A;A;B;B;A;B;A;B;B;B;B;B;B;B;B;A;B;B;B;A;B;B;B;A
909762;35909762;LUCIANO ARMENTANO;ITAPOLIS;-21,6096;-48,8087;6,29;NULL;NULL;178,8;173,8;250,1;217,7;NULL;NULL;NULL;NULL;Urbana;Estadual;23,5;NULL;NULL;8,05;Nível 2;2,7;27,2;18,2;0;36,4;9,1;9,1;0;0;0;0;0;0;0;0;0;0;0;0;0;Feminino;De30a29;D;B;C;G;C;E;A;A;E;A;B;E;C;F;C;A;A;B;D;D;B;D;D;D;C;C;B;B;B;C;C;C;B;B;A;A;A;B;NULL;Não;Não;C;B;B;D;A;A;A;A;A;A;A;A;B;B;A;B;A;B;B;B;B;B;B;B;B;A;A;A;B;A;A;A;A;A
909798;35909798;MARIA APARECIDA PINTO DE ABREU MAGNO PROFESSORA;BERTIOGA;-23,83625;-46,13741;NULL;3,73;3,79;NULL;NULL;NULL;NULL;262,1;258,4;299,9;302,9;Urbana;Estadual;NULL;35,5;35,7;4,42;Nível 4;2,7;0;0;0;0;0;0;0;8,3;4,2;50;16,7;20,8;0;0;22,2;50;22,2;5,6;16;Feminino;De50a54;G;B;C;I;G;F;D;D;G;B;B;C;E;H;C;D;F;B;C;C;B;C;C;D;C;C;B;C;C;B;B;B;B;B;A;A;A;B;NULL;Não;Não;A;B;A;B;A;A;A;B;A;B;A;A;B;A;A;A;A;B;B;B;B;B;A;A;B;A;A;B;B;A;A;B;B;A
909816;35909816;EMILIO JUSTO DEPUTADO;SANTOS;-23,93912;-46,34906;NULL;3,17;2,63;NULL;NULL;NULL;NULL;246,7;247,5;281,5;278,6;Urbana;Estadual;NULL;29,1;30,5;5,01;Nível 4;2,6;0;0;0;0;0;0;0;4,1;16,7;45,8;29,2;4,2;0;0;0;39,2;47,8;13;20;Feminino;De50a54;D;B;C;H;F;H;B;B;G;B;B;C;C;H;C;A;F;B;C;C;B;D;D;D;D;D;C;C;C;C;C;C;C;B;A;A;A;B;NULL;Não;Não;B;B;A;A;B;A;B;A;A;B;A;A;B;A;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
909877;35909877;JOAQUIM LOPES LEAO PASTOR;SAO VICENTE;-23,9743;-46,3982;NULL;2,87;2,1;NULL;NULL;NULL;NULL;244;238,4;267,7;272,5;Urbana;Estadual;NULL;32,8;30;5,57;Nível 4;2,7;0;0;0;0;0;0;0;10,7;10,7;53,6;14,3;10,7;0;10;5;70;10;5;20;Feminino;De40a49;H;B;A;H;G;G;D;C;G;B;A;A;D;F;C;B;F;B;D;C;B;C;C;C;C;C;B;B;C;C;C;C;C;B;A;A;A;B;NULL;Não;Não;B;B;B;D;D;A;B;B;B;B;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;B;A;A;A;A;A
909907;35909907;ALBERTO AUGUSTO PASTOR;SAO VICENTE;-23,93986;-46,4171;NULL;3,28;2,77;NULL;NULL;NULL;NULL;246,4;251,5;286,9;276,4;Urbana;Estadual;NULL;33,3;36,2;4,26;Nível 4;2,4;0;0;0;0;0;0;0;6,7;23,3;30;30;10;0;0;20,9;50;20,8;8,3;16;Masculino;55mais;H;B;A;H;G;F;D;D;G;B;B;D;D;H;E;A;E;I;C;C;B;C;C;C;C;C;B;B;B;C;B;A;C;B;A;A;A;B;NULL;Não;Não;B;A;B;B;A;A;C;B;B;B;A;B;B;B;A;A;A;B;A;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
909993;35909993;ELIDE APPARECIDA CARLOS PROFESSORA;URANIA;-20,25259;-50,64564;7,31;NULL;NULL;257,2;203;252;244,6;NULL;NULL;NULL;NULL;Urbana;Estadual;23,6;NULL;NULL;7,11;Nível 1;3,2;13,7;27,3;31,8;22,7;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;24;Feminino;De50a54;I;B;A;H;C;G;D;D;G;B;B;E;D;H;C;A;D;B;D;D;B;D;C;C;D;D;B;D;D;D;D;B;A;B;A;A;A;B;NULL;Não;Sim;B;B;B;B;A;A;A;A;A;A;A;A;B;B;A;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;B;A;B;A
910036;35910036;INAH LOPES DE OLIVEIRA MACEDO PROFA;ITATINGA;-23,10863;-48,6116;NULL;3,91;2,95;NULL;NULL;NULL;NULL;259,6;262,2;287,7;287,7;Urbana;Estadual;NULL;27,8;28;6,38;Nível 5;3,4;0;0;0;0;0;0;0;0;9;45,5;27,3;18,2;0;4,6;9,1;54,5;18,2;13,6;12;Feminino;55mais;D;B;D;J;A;E;E;E;G;B;B;E;D;F;C;A;D;H;C;C;B;C;D;D;C;D;D;C;C;C;B;A;A;A;A;A;A;B;NULL;Não;Não;B;B;C;B;C;A;B;B;B;B;A;A;B;B;A;B;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
910077;35910077;JOAO BAPTISTA DO AMARAL VASCONCELLOS PROFESSOR;CAPAO BONITO;-23,98183;-48,34563;NULL;4,09;3,44;NULL;NULL;NULL;NULL;278,2;266,8;302,9;296,8;Urbana;Estadual;NULL;32,4;32,5;8,17;Nível 5;2,9;0;0;0;0;0;0;0;0;15;57,5;20;7,5;0;11,3;9,1;45,5;27,3;6,8;20;Feminino;De50a54;H;B;B;I;G;E;E;D;G;B;B;D;C;H;C;A;E;B;C;C;B;C;C;C;C;C;C;C;C;C;B;B;A;B;A;A;A;B;NULL;Não;Não;B;D;A;B;A;A;B;C;C;C;A;A;B;B;A;A;A;B;A;B;B;A;A;B;B;A;A;A;A;A;A;A;B;A
910089;35910089;DOROTY DAVID MUZEL PROFESSORA;ITABERA;-23,8687;-49,13818;5,95;NULL;NULL;234,1;191,5;239,4;217,5;NULL;NULL;NULL;NULL;Urbana;Estadual;21,5;NULL;NULL;9,63;Nível 2;2,9;59,9;0;6,7;20;6,7;6,7;0;0;0;0;0;0;0;0;0;0;0;0;28;Feminino;De30a29;D;B;C;F;C;E;A;A;D;A;A;A;C;H;E;A;F;H;D;B;A;C;C;C;C;C;B;B;B;B;B;C;C;B;A;A;A;B;NULL;Não;Não;D;A;D;A;D;A;A;A;A;A;A;A;B;B;A;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
910107;35910107;MARIA APARECIDA FERNANDES LEITE PROFA;PORTO FELIZ;-23,3185;-47,48293;NULL;NULL;2,81;NULL;NULL;NULL;NULL;NULL;NULL;296,2;280,9;Rural;Estadual;NULL;NULL;27;4,84;Nível 2;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;10;30;30;30;0;0;Feminino;55mais;H;B;C;;G;E;E;D;G;B;B;E;D;H;C;A;E;I;C;C;B;C;D;D;C;C;B;B;B;;B;A;A;A;A;A;A;B;NULL;Não;Não;A;D;D;D;A;A;C;C;A;A;A;A;B;B;A;B;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
910119;35910119;GUIDO DIAS DE ALMEIDA PROFESSOR;TAQUARITUBA;-23,53267;-49,24154;NULL;3,62;2,89;NULL;NULL;NULL;NULL;265,1;245,5;293,6;273,1;Urbana;Estadual;NULL;29,8;25,4;7,07;Nível 5;2,5;0;0;0;0;0;0;0;7,2;7,1;64,3;21,4;0;0;0;0;52,4;28,6;19;28;Feminino;De40a49;F;B;A;H;C;E;D;D;G;B;A;A;D;F;C;A;D;B;C;C;B;C;C;C;C;C;B;C;B;B;B;B;A;B;A;A;A;B;NULL;Não;Não;A;C;B;A;A;A;D;B;C;B;A;A;B;B;A;A;B;B;B;B;B;B;A;B;B;A;A;A;A;A;A;B;B;A
910132;35910132;LEONOR OLIVEIRA MARTINS PROFESSORA;PIEDADE;-23,69559;-47,50188;NULL;2,66;2,29;NULL;NULL;NULL;NULL;240,8;234,1;273,6;266,8;Rural;Estadual;NULL;28;20,3;7,26;Nível 3;2,7;0;0;0;0;0;0;0;0;0;45,4;36,4;18,2;0;0;0;25;58,3;16,7;8;Masculino;De50a54;;B;C;J;F;F;D;D;G;B;B;E;A;H;C;A;A;H;C;D;B;D;D;D;D;D;D;B;B;B;D;A;D;B;A;A;A;B;NULL;Não;Não;D;C;B;A;D;A;A;B;A;A;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
910193;35910193;VERA LUCIA TORRES RODRIGUES AFFONSO PROFESSORA;POA;-23,52446;-46,34969;NULL;2,89;2,88;NULL;NULL;NULL;NULL;242,6;241,7;284,5;282,5;Urbana;Estadual;NULL;34;36,1;4,74;Nível 4;2,4;0;0;0;0;0;0;0;4;12;68;8;8;0;4,7;4,8;61,9;4,8;23,8;16;Masculino;De40a49;H;B;C;F;D;G;D;C;F;B;B;D;A;H;C;C;F;B;D;D;B;C;C;C;C;C;B;B;B;B;B;B;;B;A;A;B;B;NULL;Não;Não;A;A;D;D;D;D;D;B;A;D;A;B;B;B;A;A;A;A;A;A;B;A;A;A;B;A;A;A;A;A;A;B;B;A
910200;35910200;FARID EID;RIBEIRAO PIRES;-23,75069;-46,44007;5,69;NULL;2,93;236,8;205,1;229,2;218,5;NULL;NULL;303,5;272,6;Urbana;Estadual;23,9;NULL;27,8;4,3;Nível 4;3,2;35;5;15;35;10;0;0;0;0;0;0;0;0;13,3;26,7;46,7;13,3;0;36;Masculino;De50a54;H;B;B;H;G;H;C;B;G;B;B;D;D;F;C;A;C;B;D;D;B;B;D;C;C;C;A;C;B;B;C;;B;A;A;A;A;B;NULL;Não;Não;C;C;B;B;B;B;C;C;B;B;A;A;B;A;A;A;A;A;A;B;B;B;A;A;B;A;A;A;A;A;A;A;B;B
910211;35910211;MARISA AFONSO SALERO PROFESSORA;RIBEIRAO PIRES;-23,6612;-46,3702;5,41;4,74;NULL;192,4;176,1;223,7;218,4;281,8;275,2;NULL;NULL;Urbana;Estadual;27,7;31,2;NULL;4,13;Nível 3;3,3;16,6;38,9;5,6;38,9;0;0;0;0;9,1;63,6;27,3;0;0;0;0;0;0;0;24;Feminino;De50a54;H;B;A;J;G;H;A;A;G;B;A;D;E;F;C;D;D;B;B;C;B;C;C;C;C;C;B;B;B;C;B;C;B;A;A;A;A;B;NULL;Não;Não;A;A;A;A;A;A;A;A;A;A;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
910223;35910223;RIOLANDO CANNO PROFESSOR;DIADEMA;-23,69632;-46,61643;NULL;3,92;2,98;NULL;NULL;NULL;NULL;261,9;260,4;280,9;289,4;Urbana;Estadual;NULL;32,2;33,3;3,09;Nível 6;3,2;0;0;0;0;0;0;0;9,1;9,1;54,5;15,9;11,4;0;0;7,5;60;22,5;10;16;Feminino;55mais;D;B;C;J;D;G;D;D;G;B;B;D;E;H;C;A;A;B;D;D;B;D;D;D;D;D;B;C;B;D;C;A;B;A;A;A;A;B;NULL;Não;Não;B;A;B;A;B;A;B;A;A;B;A;A;B;B;A;A;A;B;B;B;B;A;A;B;B;A;A;A;A;A;A;A;A;A
910260;35910260;JOSE BORGES ANDRADE;SAO PAULO;-23,509;-46,4196;5,7;NULL;NULL;218,9;184,1;231,4;221,6;NULL;NULL;NULL;NULL;Urbana;Estadual;27,7;NULL;NULL;5,22;Nível 2;3,5;7;55,2;17,2;17,2;3,4;0;0;0;0;0;0;0;0;0;0;0;0;0;12;Feminino;De30a29;G;B;B;H;C;F;D;C;F;B;B;D;E;F;C;B;D;B;D;D;A;C;C;C;C;C;B;B;B;B;B;A;B;B;A;A;A;B;NULL;Não;Não;A;A;A;A;A;A;A;A;A;A;A;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;A
910272;35910272;MARIA REGINA MACHADO DE CASTRO GUIMARAES PROFA;SAO PAULO;-23,51822;-46,41925;NULL;3,15;1,67;NULL;NULL;NULL;NULL;239,8;245,8;257,2;259,7;Urbana;Estadual;NULL;28;33,8;4,93;Nível 6;2,9;0;0;0;0;0;0;0;7,7;7,7;46,2;19,2;19,2;0;6,5;13;45,7;10,9;23,9;24;Feminino;55mais;D;B;B;H;E;D;F;B;F;B;B;E;D;F;C;B;D;H;C;C;B;C;C;C;C;C;B;C;C;C;C;C;C;B;A;A;A;B;NULL;Não;Não;D;A;B;A;B;A;B;A;B;B;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
910296;35910296;FRIEDRICH VON VOITH;SAO PAULO;-23,44665;-46,73695;5,29;NULL;NULL;196,6;182,9;221,9;213,2;NULL;NULL;NULL;NULL;Urbana;Estadual;30,5;NULL;NULL;3,6;Nível 2;2,8;0;60,7;9,1;24,2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;24;Feminino;55mais;D;B;D;J;A;G;G;E;G;B;B;E;E;H;C;D;D;E;D;D;B;C;D;C;C;B;B;B;C;C;B;B;B;B;B;A;A;B;NULL;Não;Não;A;A;A;A;A;A;A;A;A;A;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
910326;35910326;JOSE BAPTISTA RIOS CASTELLOES PROFESSOR;SAO PAULO;-23,67;-46,65794;5,78;NULL;NULL;195,5;176,3;229,3;222,4;NULL;NULL;NULL;NULL;Urbana;Estadual;31,5;NULL;NULL;4,92;Nível 2;3,3;0;54,3;11,4;31,4;2,9;0;0;0;0;0;0;0;0;0;0;0;0;0;8;Feminino;De40a49;;B;A;I;C;H;C;C;G;A;B;E;C;H;C;C;C;H;D;D;A;C;C;C;C;C;A;C;C;C;C;A;A;B;A;A;A;B;NULL;Não;Não;D;A;A;A;C;A;A;A;A;A;A;A;B;B;A;B;A;B;B;B;B;B;B;B;B;A;B;A;B;A;B;A;B;A
910351;35910351;BELGICA ALLEONI BORGES PROFESSORA;SUMARE;-22,812;-47,2712;4,39;3,75;NULL;287,5;203,3;210,6;195,6;261,5;247,9;NULL;NULL;Urbana;Estadual;26,1;30,9;NULL;5,02;Nível 3;1,9;36,3;27,3;18,2;18,2;0;0;0;0;13,3;73,3;6,7;6,7;0;0;0;0;0;0;18;Feminino;De30a29;E;B;C;G;G;E;D;C;F;B;B;E;D;G;C;A;A;H;C;D;B;D;C;D;D;B;C;B;B;B;C;B;A;B;A;B;A;B;NULL;Não;Não;A;B;A;A;A;A;A;A;A;B;A;A;B;B;A;A;A;B;B;B;B;B;A;B;;A;A;A;A;A;A;A;B;A
910375;35910375;ANA MARIA DE CARVALHO PEREIRA;ARUJA;-23,4172;-46,3633;NULL;3,42;1,82;NULL;NULL;NULL;NULL;250,2;247,1;266,4;257;Urbana;Estadual;NULL;30,8;31,8;4,48;Nível 4;2,4;0;0;0;0;0;0;0;0;22,7;22,7;36,4;18,2;0;0;5,3;36,8;36,8;21,1;16;Feminino;De50a54;F;B;C;J;A;F;E;E;G;B;B;E;B;H;C;C;F;B;D;D;B;C;D;D;D;D;A;B;B;D;B;B;C;A;A;A;A;B;NULL;Não;Não;C;D;D;B;A;B;C;B;B;B;A;B;B;B;A;B;A;B;B;B;B;B;B;A;B;A;A;A;B;A;A;A;B;A
910405;35910405;PAULO DE OLIVEIRA MELLO PROFESSOR;MOGI DAS CRUZES;-23,5554;-46,2212;NULL;3,02;NULL;206,3;185,9;NULL;NULL;247,7;237,5;NULL;NULL;Urbana;Estadual;28,4;33,6;NULL;5,89;Nível 3;2,8;6,2;18,8;0;62,5;12,5;0;0;7,4;22,2;51,9;18,5;0;0;0;0;0;0;0;12;Feminino;De50a54;D;B;C;J;A;F;E;E;G;B;B;D;D;F;C;C;A;H;D;C;B;D;D;D;D;D;B;C;C;D;D;A;D;B;A;A;A;B;NULL;Não;Não;A;C;D;A;A;A;D;C;A;C;A;B;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;B;A;A;A;B;A
910429;35910429;HIROSHI SAKANO;REGISTRO;-24,49957;-47,73697;NULL;3,57;NULL;NULL;NULL;NULL;NULL;257,1;258,7;NULL;NULL;Rural;Estadual;NULL;19;NULL;7,58;Nível 3;1,9;0;0;0;0;0;0;11,1;0;0;88,9;0;0;0;0;0;0;0;0;0;Masculino;De40a49;D;B;C;H;C;E;D;B;F;B;B;D;D;G;E;A;B;H;D;E;B;B;C;C;C;C;C;C;C;C;C;C;D;B;A;A;A;B;NULL;Não;Não;B;C;B;C;C;A;C;A;A;A;A;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;A;A;B;A;A;A;A;A
910521;35910521;ARTHUR RICCI MONSENHOR DOUTOR;ITUPEVA;-23,15237;-47,05517;NULL;3,41;2,79;NULL;NULL;NULL;NULL;256,5;248,6;291,4;281,8;Urbana;Estadual;NULL;31,6;28,7;4;Nível 4;3,1;0;0;0;0;0;0;0;4;16;60;16;4;0;7,1;10,7;67,9;10,7;3,6;8;Feminino;De40a49;H;B;B;I;A;D;G;E;G;B;B;E;C;H;C;D;D;I;D;D;B;C;C;C;C;C;A;B;B;C;B;A;B;B;A;A;A;B;NULL;Não;Não;B;D;B;D;B;A;D;A;D;C;A;A;B;B;A;A;B;A;B;B;B;A;A;B;B;A;A;A;A;A;A;A;A;A
910557;35910557;EVONIO MARQUES PROF;ITAPETININGA;-23,72831;-48,20095;NULL;3,48;2,87;NULL;NULL;NULL;NULL;257,9;250,6;286,2;282,9;Rural;Estadual;NULL;26,2;22,7;6,97;Nível 5;2,9;0;0;0;0;0;0;0;10,5;0;52,6;21,1;15,8;0;0;5;60;15;20;12;Feminino;55mais;;B;C;J;A;H;E;C;G;B;B;E;C;H;C;B;A;B;D;D;B;D;C;D;C;D;C;D;B;D;B;C;D;B;A;A;A;B;NULL;Não;Não;B;B;A;A;A;A;A;A;A;B;A;A;B;B;A;B;A;B;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A
910569;35910569;BAIRRO NOSSA SENHORA DA CONCEICAO;JUQUITIBA;-23,94049;-47,07226;4,3;3,48;NULL;216;182,2;204,9;195,3;257,7;246;NULL;NULL;Urbana;Estadual;20;24;NULL;6,21;Nível 3;2,6;40;0;26,7;13,3;13,3;6,7;0;18,7;25;37,5;0;18,8;0;0;0;0;0;0;24;Feminino;De40a49;F;D;A;H;C;G;C;C;F;B;B;C;D;F;C;A;C;B;D;D;B;D;D;C;C;C;B;B;B;B;B;B;B;A;A;A;A;B;NULL;Não;Não;A;B;A;A;B;A;B;B;B;B;A;A;B;B;A;A;B;B;B;B;B;B;B;B;B;A;A;A;B;A;A;B;A;A
910594;35910594;VICTOR GERALDO SIMONSEN;CAMPO LIMPO PAULISTA;-23,2136;-46,7692;NULL;3,08;3,28;NULL;NULL;NULL;NULL;250,8;242,1;293,4;294,2;Urbana;Estadual;NULL;34,5;29,5;3,74;Nível 4;3,1;0;0;0;0;0;0;0;8,3;16,7;50;20,8;4,2;0;4,8;33,3;47,6;14,3;0;8;Feminino;55mais;I;B;C;J;A;F;G;F;G;B;B;D;C;H;C;A;E;E;C;E;A;B;C;C;C;B;A;C;B;B;B;A;A;A;A;A;A;B;NULL;Não;Não;B;C;C;B;B;A;C;C;B;C;A;A;B;B;A;A;A;B;B;B;B;A;A;A;B;A;A;A;A;A;A;A;A;A
910636;35910636;BENEDITO APARECIDO TAVARES PROF;FRANCO DA ROCHA;-23,32577;-46,73309;4,39;3,17;2,21;NULL;NULL;209,2;198,1;248,5;249,5;267,3;274,5;Urbana;Estadual;31,5;33;34;4,4;Nível 4;2,3;0;40;0;40;20;0;0;6,4;22,6;41,9;19,4;9,7;0;4,7;14,3;47,6;28,6;4,8;24;Feminino;De40a49;G;B;C;I;G;D;C;A;G;A;A;B;C;A;C;C;E;D;C;C;B;C;D;D;C;D;C;B;A;C;A;A;A;A;A;A;A;B;NULL;Não;Não;D;D;C;A;D;A;D;D;D;D;A;B;B;B;A;A;A;B;B;B;B;A;A;B;B;B;A;A;B;A;A;A;B;A
910715;35910715;EDE WILSON GONZAGA PROFESSOR;EMBU DAS ARTES;-23,6425;-46,8118;NULL;3,57;2,04;NULL;NULL;NULL;NULL;260,6;255,7;270,8;269,8;Urbana;Estadual;NULL;32,5;32,3;5,14;Nível 4;3,6;0;0;0;0;0;0;0;7,2;7,1;53,6;10,7;21,4;0;3,3;10;43,3;16,7;26,7;16;Feminino;De40a49;G;B;D;G;A;E;D;D;F;B;B;E;E;H;C;A;F;A;C;C;B;C;D;D;D;D;B;D;C;B;B;D;;B;A;A;A;B;NULL;Não;Não;D;D;D;A;D;A;D;D;A;C;A;A;B;A;A;A;A;B;B;B;B;B;B;B;B;A;;A;A;A;A;A;A;A
910797;35910797;TITO LIVIO FERREIRA PROFESSOR;SAO PAULO;-23,51123;-46,44822;5;NULL;1,41;190,9;186;219,3;210,3;NULL;NULL;266,8;270,9;Urbana;Estadual;30,8;NULL;37;4,59;Nível 4;3,3;0;65,6;0;28,1;6,3;0;0;0;0;0;0;0;0;3,5;21,4;42,9;14,3;17,9;24;Masculino;55mais;D;B;C;F;C;E;C;C;F;B;B;E;C;F;C;B;A;H;C;C;B;D;C;C;C;C;B;C;C;B;B;C;B;B;A;A;A;B;NULL;Não;Não;A;A;A;A;A;A;B;B;B;B;A;A;B;B;A;B;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
910855;35910855;JOSE BORGES DOS SANTOS JUNIOR REV;SAO PAULO;-23,51839;-46,47076;5,1;NULL;NULL;225,7;186,1;225,5;205,2;NULL;NULL;NULL;NULL;Urbana;Estadual;29,8;NULL;NULL;4,43;Nível 2;3,1;0;48;12;28;12;0;0;0;0;0;0;0;0;0;0;0;0;0;24;Feminino;De50a54;D;B;C;H;C;F;E;C;G;B;B;B;A;H;C;C;A;H;D;D;B;C;C;C;C;C;B;D;D;C;B;B;B;B;B;A;A;B;NULL;Não;Não;A;D;C;A;B;A;B;B;A;B;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
